x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89639.5025323,43122.3307576,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89638.8172972797,43123.05556285602,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89638.1320622594,43123.78036811204,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89637.44682723912,43124.50517336806,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89636.76159221883,43125.229978624084,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89636.07635719853,43125.9547838801,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89635.39112217823,43126.679589136125,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89634.70588715794,43127.40439439214,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89634.02065213764,43128.12919964817,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89633.33541711736,43128.854004904184,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89632.65018209706,43129.57881016021,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89631.96494707676,43130.303615416226,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89631.27971205646,43131.02842067225,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89630.59447703617,43131.75322592827,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89629.90924201587,43132.47803118429,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89629.22400699559,43133.20283644031,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89628.53877197529,43133.92764169633,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89627.853536955,43134.65244695235,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89627.1683019347,43135.377252208375,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89626.4830669144,43136.10205746439,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89625.7978318941,43136.826862720416,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89625.11259687382,43137.55166797643,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89624.42736185352,43138.27647323246,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89623.74212683323,43139.001278488475,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89623.05689181293,43139.7260837445,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89622.37165679263,43140.450889000516,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89621.68642177233,43141.17569425654,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89621.00118675205,43141.90049951256,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89620.31595173175,43142.62530476858,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89619.63071671146,43143.3501100246,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89618.94548169116,43144.074915280624,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89618.26024667086,43144.79972053664,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89617.57501165057,43145.524525792665,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89616.88977663028,43146.24933104868,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89616.20454160999,43146.97413630471,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89615.51930658969,43147.698941560724,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89614.83407156939,43148.42374681675,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89614.1488365491,43149.148552072766,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89613.4636015288,43149.87335732879,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89612.77836650852,43150.59816258481,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89612.09313148822,43151.32296784083,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89611.40789646792,43152.04777309685,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89610.72266144762,43152.77257835287,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89610.03742642733,43153.49738360889,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89609.35219140703,43154.222188864915,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89608.66695638675,43154.94699412093,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89607.98172136645,43155.67179937695,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89607.29648634615,43156.39660463297,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89606.61125132586,43157.12140988899,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89605.92601630556,43157.846215145015,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89605.24078128526,43158.57102040103,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89604.55554626498,43159.29582565706,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89603.87031124468,43160.02063091307,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89603.18507622438,43160.7454361691,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89602.49984120409,43161.470241425115,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89601.81460618379,43162.19504668114,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89601.1293711635,43162.91985193716,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89600.44413614321,43163.64465719318,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89599.75890112291,43164.3694624492,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89599.07366610262,43165.09426770522,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89598.38843108232,43165.81907296124,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89597.70319606202,43166.543878217264,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89597.01796104173,43167.26868347328,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89596.33272602144,43167.993488729306,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89595.64749100115,43168.71829398532,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89594.96225598085,43169.44309924135,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89594.27702096055,43170.167904497364,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89593.59178594025,43170.89270975339,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89592.90655091996,43171.617515009406,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89592.22131589967,43172.34232026543,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89591.53608087938,43173.06712552145,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89590.85084585908,43173.79193077747,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89590.16561083878,43174.51673603349,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89589.48037581849,43175.24154128951,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89588.79514079819,43175.96634654553,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89588.1099057779,43176.691151801555,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89587.42467075761,43177.41595705757,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89586.73943573731,43178.1407623136,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89586.05420071702,43178.86556756961,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89585.36896569672,43179.59037282564,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89584.68373067642,43180.315178081655,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89583.99849565614,43181.03998333768,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89583.31326063584,43181.7647885937,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89582.62802561554,43182.48959384972,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89581.94279059525,43183.21439910574,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89581.25755557495,43183.93920436176,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89580.57232055465,43184.66400961778,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89579.88708553437,43185.388814873804,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89579.20185051407,43186.11362012982,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89578.51661549378,43186.838425385846,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89577.83138047348,43187.56323064186,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89577.14614545318,43188.28803589788,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89576.46091043288,43189.012841153904,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89575.7756754126,43189.73764640992,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89575.0904403923,43190.462451665946,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89574.40520537201,43191.18725692196,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89573.71997035171,43191.91206217799,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89573.03473533141,43192.636867434005,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89572.34950031112,43193.36167269003,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89571.66426529083,43194.086477946046,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89570.97903027054,43194.81128320207,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89570.29379525024,43195.53608845809,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89569.60856022994,43196.26089371411,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89568.92332520965,43196.98569897013,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89568.23809018935,43197.710504226154,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89567.55285516907,43198.43530948217,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89566.86762014877,43199.160114738195,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89566.18238512847,43199.88491999421,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89565.49715010817,43200.60972525024,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89564.81191508788,43201.334530506254,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89564.12668006758,43202.05933576228,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89563.4414450473,43202.784141018295,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89562.756210027,43203.50894627432,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89562.0709750067,43204.23375153034,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89561.3857399864,43204.95855678636,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89560.70050496611,43205.68336204238,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89560.01526994581,43206.4081672984,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89559.33003492553,43207.13297255442,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89558.64479990523,43207.857777810445,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89557.95956488494,43208.58258306646,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89557.27432986464,43209.307388322486,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89556.58909484434,43210.0321935785,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89555.90385982404,43210.75699883453,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89555.21862480376,43211.481804090545,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89554.53338978346,43212.20660934657,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89553.84815476317,43212.931414602586,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89553.16291974287,43213.65621985861,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89552.47768472257,43214.38102511463,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89551.79244970228,43215.10583037065,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89551.107214682,43215.83063562667,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89550.4219796617,43216.555440882694,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89549.7367446414,43217.28024613871,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89549.0515096211,43218.005051394735,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89548.3662746008,43218.72985665075,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89547.68103958052,43219.45466190677,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89546.99580456023,43220.179467162794,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89546.31056953993,43220.90427241881,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89545.62533451963,43221.629077674836,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89544.94009949933,43222.35388293085,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89544.25486447904,43223.07868818688,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89543.56962945875,43223.803493442894,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89542.88439443846,43224.52829869892,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89542.19915941816,43225.253103954936,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89541.51392439786,43225.97790921096,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89540.82868937757,43226.70271446698,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89540.14345435727,43227.427519723,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89539.45821933699,43228.15232497902,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89538.77298431669,43228.87713023504,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89538.08774929639,43229.60193549106,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89537.4025142761,43230.326740747085,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89536.7172792558,43231.0515460031,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89536.0320442355,43231.77635125913,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89535.34680921522,43232.50115651514,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89534.66157419492,43233.22596177117,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89533.97633917462,43233.950767027185,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89533.29110415433,43234.67557228321,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89532.60586913403,43235.40037753923,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89531.92063411373,43236.12518279525,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89531.23539909345,43236.84998805127,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89530.55016407315,43237.57479330729,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89529.86492905286,43238.29959856331,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89529.17969403256,43239.024403819334,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89528.49445901226,43239.74920907535,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89527.80922399196,43240.474014331376,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89527.12398897168,43241.19881958739,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89526.43875395138,43241.92362484342,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89525.75351893109,43242.648430099434,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89525.06828391079,43243.37323535546,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89524.3830488905,43244.098040611476,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89523.6978138702,43244.8228458675,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89523.01257884991,43245.54765112352,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89522.32734382962,43246.27245637954,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89521.64210880932,43246.99726163556,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89520.95687378902,43247.72206689158,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89520.27163876873,43248.4468721476,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89519.58640374843,43249.171677403625,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89518.90116872815,43249.89648265964,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89518.21593370785,43250.62128791567,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89517.53069868755,43251.34609317168,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89516.84546366725,43252.0708984277,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89516.16022864696,43252.795703683725,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89515.47499362666,43253.52050893974,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89514.78975860638,43254.24531419577,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89514.10452358608,43254.970119451784,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89513.41928856578,43255.69492470781,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89512.73405354549,43256.419729963825,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89512.04881852519,43257.14453521985,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89511.36358350489,43257.86934047587,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89510.67834848461,43258.59414573189,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89509.99311346431,43259.31895098791,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89509.30787844401,43260.04375624393,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89508.62264342372,43260.76856149995,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89507.93740840342,43261.493366755974,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89507.25217338312,43262.21817201199,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89506.56693836284,43262.942977268016,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89505.88170334254,43263.66778252403,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89505.19646832225,43264.39258778006,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89504.51123330195,43265.117393036075,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89503.82599828165,43265.8421982921,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89503.14076326136,43266.567003548116,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89502.45552824107,43267.29180880414,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89501.77029322078,43268.01661406016,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89501.08505820048,43268.74141931618,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89500.39982318018,43269.4662245722,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89499.71458815988,43270.191029828224,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89499.02935313959,43270.91583508424,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89498.3441181193,43271.640640340265,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89497.65888309901,43272.36544559628,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89496.97364807871,43273.09025085231,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89496.28841305841,43273.815056108324,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89495.60317803812,43274.53986136435,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89494.91794301782,43275.264666620365,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89494.23270799754,43275.98947187639,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89493.54747297724,43276.71427713241,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89492.86223795694,43277.43908238843,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89492.17700293665,43278.16388764445,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89491.49176791635,43278.88869290047,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89490.80653289605,43279.61349815649,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89490.12129787577,43280.338303412515,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89489.43606285547,43281.06310866853,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89488.75082783517,43281.787913924556,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89488.06559281488,43282.51271918057,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89487.38035779458,43283.2375244366,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89486.69512277428,43283.962329692615,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89486.009887754,43284.68713494863,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89485.3246527337,43285.411940204656,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89484.6394177134,43286.13674546067,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89483.95418269311,43286.8615507167,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89483.26894767281,43287.586355972715,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89482.58371265251,43288.31116122874,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89481.89847763223,43289.03596648476,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89481.21324261194,43289.76077174078,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89480.52800759164,43290.4855769968,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89479.84277257134,43291.21038225282,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89479.15753755104,43291.93518750884,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89478.47230253075,43292.659992764864,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89477.78706751046,43293.38479802088,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89477.10183249017,43294.109603276906,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89476.41659746987,43294.83440853292,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89475.73136244957,43295.55921378895,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89475.04612742928,43296.284019044964,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89474.36089240898,43297.00882430099,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89473.6756573887,43297.733629557006,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89472.9904223684,43298.45843481303,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89472.3051873481,43299.18324006905,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89471.6199523278,43299.90804532507,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89470.93471730751,43300.63285058109,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89470.24948228721,43301.35765583711,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89469.56424726693,43302.08246109313,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
